Time,Vertical,Lateral,Sagittal
24/09/2019 12:42:26.091,1972,2049,2068
24/09/2019 12:42:26.101,1973,2048,2067
24/09/2019 12:42:26.111,1974,2047,2068
24/09/2019 12:42:26.121,1975,2043,2071
24/09/2019 12:42:26.131,1975,2044,2069
24/09/2019 12:42:26.141,1975,2043,2070
24/09/2019 12:42:26.151,1974,2044,2072
24/09/2019 12:42:26.161,1972,2043,2075
24/09/2019 12:42:26.171,1971,2044,2070
24/09/2019 12:42:26.181,1970,2047,2070
24/09/2019 12:42:26.191,1969,2045,2071
24/09/2019 12:42:26.201,1970,2046,2069
24/09/2019 12:42:26.211,1967,2046,2068
24/09/2019 12:42:26.221,1968,2045,2068
24/09/2019 12:42:26.231,1968,2043,2070
24/09/2019 12:42:26.241,1970,2045,2069
24/09/2019 12:42:26.251,1971,2047,2068
24/09/2019 12:42:26.261,1971,2047,2068
24/09/2019 12:42:26.271,1973,2049,2068
24/09/2019 12:42:26.281,1971,2049,2069
24/09/2019 12:42:26.291,1971,2045,2071
24/09/2019 12:42:26.301,1971,2045,2071
24/09/2019 12:42:26.311,1972,2042,2072
24/09/2019 12:42:26.321,1972,2043,2072
24/09/2019 12:42:26.331,1972,2043,2072
24/09/2019 12:42:26.341,1972,2045,2073
24/09/2019 12:42:26.351,1971,2045,2072
24/09/2019 12:42:26.361,1971,2042,2072
24/09/2019 12:42:26.371,1970,2042,2073
24/09/2019 12:42:26.381,1970,2040,2069
24/09/2019 12:42:26.391,1970,2042,2071
24/09/2019 12:42:26.401,1972,2043,2071
24/09/2019 12:42:26.411,1972,2045,2070
24/09/2019 12:42:26.421,1972,2045,2070
24/09/2019 12:42:26.431,1971,2044,2069
24/09/2019 12:42:26.441,1973,2042,2070
24/09/2019 12:42:26.451,1971,2043,2070
24/09/2019 12:42:26.461,1969,2043,2071
24/09/2019 12:42:26.471,1969,2044,2069
24/09/2019 12:42:26.481,1967,2045,2068
24/09/2019 12:42:26.491,1967,2048,2068
24/09/2019 12:42:26.501,1967,2046,2069
24/09/2019 12:42:26.511,1967,2042,2070
24/09/2019 12:42:26.521,1968,2044,2069
24/09/2019 12:42:26.531,1968,2044,2069
24/09/2019 12:42:26.541,1969,2047,2069
24/09/2019 12:42:26.551,1970,2048,2069
24/09/2019 12:42:26.561,1970,2047,2069
24/09/2019 12:42:26.571,1970,2046,2065
24/09/2019 12:42:26.581,1970,2047,2065
24/09/2019 12:42:26.591,1971,2046,2066
24/09/2019 12:42:26.601,1972,2045,2068
24/09/2019 12:42:26.611,1972,2048,2067
24/09/2019 12:42:26.621,1971,2048,2068
24/09/2019 12:42:26.631,1970,2047,2068
24/09/2019 12:42:26.641,1968,2049,2069
24/09/2019 12:42:26.651,1970,2050,2069
24/09/2019 12:42:26.661,1968,2051,2068
24/09/2019 12:42:26.671,1972,2050,2068
24/09/2019 12:42:26.681,1972,2051,2068
24/09/2019 12:42:26.691,1971,2050,2069
24/09/2019 12:42:26.701,1972,2049,2068
24/09/2019 12:42:26.711,1972,2051,2067
24/09/2019 12:42:26.721,1971,2048,2067
24/09/2019 12:42:26.731,1970,2050,2065
24/09/2019 12:42:26.741,1971,2047,2065
24/09/2019 12:42:26.751,1971,2047,2066
24/09/2019 12:42:26.761,1970,2048,2067
24/09/2019 12:42:26.771,1970,2048,2067
24/09/2019 12:42:26.781,1969,2049,2068
24/09/2019 12:42:26.791,1969,2051,2067
24/09/2019 12:42:26.801,1967,2052,2068
24/09/2019 12:42:26.811,1968,2051,2067
24/09/2019 12:42:26.821,1968,2053,2067
24/09/2019 12:42:26.831,1967,2052,2069
24/09/2019 12:42:26.841,1969,2050,2069
24/09/2019 12:42:26.851,1970,2050,2068
24/09/2019 12:42:26.861,1969,2049,2068
24/09/2019 12:42:26.871,1968,2050,2068
24/09/2019 12:42:26.881,1970,2051,2069
24/09/2019 12:42:26.891,1969,2052,2068
24/09/2019 12:42:26.901,1972,2050,2068
24/09/2019 12:42:26.911,1971,2049,2069
24/09/2019 12:42:26.921,1971,2051,2069
24/09/2019 12:42:26.931,1971,2051,2068
24/09/2019 12:42:26.941,1974,2052,2068
24/09/2019 12:42:26.951,1972,2049,2070
