Time,Vertical,Lateral,Sagittal
17/10/2019 08:58:59.077,2060,2112,2009
17/10/2019 08:58:59.087,2061,2112,2012
17/10/2019 08:58:59.097,2062,2113,2012
17/10/2019 08:58:59.107,2061,2114,2014
17/10/2019 08:58:59.117,2062,2117,2013
17/10/2019 08:58:59.127,2062,2118,2014
17/10/2019 08:58:59.137,2062,2117,2015
17/10/2019 08:58:59.147,2063,2117,2016
17/10/2019 08:58:59.157,2063,2120,2016
17/10/2019 08:58:59.167,2063,2117,2016
17/10/2019 08:58:59.177,2063,2117,2016
17/10/2019 08:58:59.187,2062,2117,2018
17/10/2019 08:58:59.197,2062,2118,2021
17/10/2019 08:58:59.207,2060,2119,2024
17/10/2019 08:58:59.217,2061,2116,2027
17/10/2019 08:58:59.227,2063,2115,2025
17/10/2019 08:58:59.237,2064,2116,2025
17/10/2019 08:58:59.247,2067,2116,2023
17/10/2019 08:58:59.257,2070,2116,2025
17/10/2019 08:58:59.267,2070,2116,2023
17/10/2019 08:58:59.277,2069,2115,2023
17/10/2019 08:58:59.287,2069,2117,2024
17/10/2019 08:58:59.297,2070,2119,2020
17/10/2019 08:58:59.307,2070,2119,2019
17/10/2019 08:58:59.317,2066,2120,2018
17/10/2019 08:58:59.327,2065,2119,2017
17/10/2019 08:58:59.337,2066,2116,2014
17/10/2019 08:58:59.347,2065,2118,2008
17/10/2019 08:58:59.357,2065,2118,2004
17/10/2019 08:58:59.367,2065,2117,2002
17/10/2019 08:58:59.377,2064,2117,2001
17/10/2019 08:58:59.387,2063,2118,2000
17/10/2019 08:58:59.397,2063,2117,2000
17/10/2019 08:58:59.407,2062,2115,2000
17/10/2019 08:58:59.417,2061,2115,2001
17/10/2019 08:58:59.427,2060,2115,2001
17/10/2019 08:58:59.437,2060,2114,2001
17/10/2019 08:58:59.447,2060,2114,2001
17/10/2019 08:58:59.457,2060,2115,2001
17/10/2019 08:58:59.467,2060,2114,2001
17/10/2019 08:58:59.477,2058,2113,2001
17/10/2019 08:58:59.487,2056,2113,2000
17/10/2019 08:58:59.497,2055,2114,1999
17/10/2019 08:58:59.507,2052,2118,2004
17/10/2019 08:58:59.517,2053,2113,2001
17/10/2019 08:58:59.527,2057,2113,1999
17/10/2019 08:58:59.537,2058,2112,1999
17/10/2019 08:58:59.547,2054,2112,2000
17/10/2019 08:58:59.557,2055,2111,2000
17/10/2019 08:58:59.567,2054,2112,2000
17/10/2019 08:58:59.577,2054,2113,2000
17/10/2019 08:58:59.587,2054,2112,2001
17/10/2019 08:58:59.597,2057,2113,2001
17/10/2019 08:58:59.607,2058,2113,2001
17/10/2019 08:58:59.617,2058,2113,2001
17/10/2019 08:58:59.627,2060,2112,2002
17/10/2019 08:58:59.637,2061,2111,2004
17/10/2019 08:58:59.647,2062,2114,2005
17/10/2019 08:58:59.657,2063,2111,2007
17/10/2019 08:58:59.667,2063,2111,2007
17/10/2019 08:58:59.677,2063,2110,2007
17/10/2019 08:58:59.687,2063,2110,2007
17/10/2019 08:58:59.697,2063,2110,2010
17/10/2019 08:58:59.707,2063,2110,2010
17/10/2019 08:58:59.717,2063,2111,2009
17/10/2019 08:58:59.727,2063,2112,2010
17/10/2019 08:58:59.737,2063,2113,2010
17/10/2019 08:58:59.747,2063,2113,2010
17/10/2019 08:58:59.757,2063,2111,2009
17/10/2019 08:58:59.767,2064,2111,2007
17/10/2019 08:58:59.777,2064,2111,2009
17/10/2019 08:58:59.787,2064,2111,2009
17/10/2019 08:58:59.797,2067,2111,2006
17/10/2019 08:58:59.807,2067,2112,2003
17/10/2019 08:58:59.817,2070,2113,2002
17/10/2019 08:58:59.827,2069,2114,2001
17/10/2019 08:58:59.837,2067,2114,2001
17/10/2019 08:58:59.847,2066,2111,2001
17/10/2019 08:58:59.857,2064,2111,2002
17/10/2019 08:58:59.867,2062,2113,2001
17/10/2019 08:58:59.877,2061,2113,2001
17/10/2019 08:58:59.887,2061,2114,1999
17/10/2019 08:58:59.897,2061,2114,1996
17/10/2019 08:58:59.907,2060,2114,1993
17/10/2019 08:58:59.917,2058,2112,1996
17/10/2019 08:58:59.927,2056,2110,1996
17/10/2019 08:58:59.937,2054,2111,1998
17/10/2019 08:58:59.947,2054,2112,1998
17/10/2019 08:58:59.957,2055,2111,1999
17/10/2019 08:58:59.967,2056,2111,2000
17/10/2019 08:58:59.977,2056,2111,1999
17/10/2019 08:58:59.987,2055,2114,2000
17/10/2019 08:58:59.997,2055,2113,2000
17/10/2019 08:59:00.007,2056,2113,2000
17/10/2019 08:59:00.017,2056,2113,2000
17/10/2019 08:59:00.027,2055,2113,1999
17/10/2019 08:59:00.037,2057,2114,1999
17/10/2019 08:59:00.047,2058,2115,1998
17/10/2019 08:59:00.057,2056,2117,1994
17/10/2019 08:59:00.067,2056,2121,1992
17/10/2019 08:59:00.077,2056,2121,1988
17/10/2019 08:59:00.087,2056,2118,1987
17/10/2019 08:59:00.097,2058,2119,1987
17/10/2019 08:59:00.107,2058,2117,1987
17/10/2019 08:59:00.117,2059,2116,1988
17/10/2019 08:59:00.127,2061,2116,1989
17/10/2019 08:59:00.137,2063,2116,1993
17/10/2019 08:59:00.147,2065,2113,1997
17/10/2019 08:59:00.157,2065,2114,1999
17/10/2019 08:59:00.167,2064,2113,1999
17/10/2019 08:59:00.177,2065,2114,2001
17/10/2019 08:59:00.187,2067,2113,2002
17/10/2019 08:59:00.197,2067,2113,2001
17/10/2019 08:59:00.207,2068,2114,2001
17/10/2019 08:59:00.217,2066,2113,2004
17/10/2019 08:59:00.227,2066,2112,2002
17/10/2019 08:59:00.237,2065,2111,2002
17/10/2019 08:59:00.247,2064,2110,2003
17/10/2019 08:59:00.257,2063,2112,2004
17/10/2019 08:59:00.267,2064,2113,2003
17/10/2019 08:59:00.277,2064,2114,2004
17/10/2019 08:59:00.287,2068,2111,2004
